รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.
8,สกลนคร,โรงพยาบาลพระอาจารย์แบน ธนากโร,PRAARJANBAN TANAKARO HOSPITAL,21323,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,BANGPAKOK 9 INTERNATIONAL HOSPITAL,21339,เอกชน,รพ.เอกชน
8,หนองคาย,โรงพยาบาลสระใคร,SAKHRAI HOSPITAL,21356,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,โรงพยาบาลทันตกรรม คณะทันตแพทยศาสตร์  มหาวิทยาลัยมหิดล,DENTAL HOSPITAL FACULTY OF DENTISTRY MAHIDOL UNIVERSITY,21434,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 65 รักษาศุข บางบอน,PUBLIC HEALTH CENTER 65,21486,สังกัด กทม.,ศูนย์บริการสาธารณสุข
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 44 ลำผักชี หนองจอก,PUBLIC HEALTH CENTER 44,21526,สังกัด กทม.,ศูนย์บริการสาธารณสุข
4,อ่างทอง,โรงพยาบาลอ่างทองเวชการ,ANGTHONGVECHAKARN HOSPITAL,21598,เอกชน,รพ.เอกชน
6,ชลบุรี,สถานพยาบาลเมดิคอลเวชการ,NULL,21610,เอกชน,รพ.เอกชน
11,สุราษฎร์ธานี,โรงพยาบาลไทยอินเตอร์เนชั่นแนล,PHRASEANG HOSPITAL,21614,เอกชน,รพ.เอกชน
11,สุราษฎร์ธานี,โรงพยาบาลกรุงเทพสมุย,BANGKOK HOSPITAL SAMUI,21615,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,ซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่,CGH HOSPITAL,21673,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 66 ตำหนักพระแม่กวนอิม โชคชัย 4,PUBLIC HEALTH CENTER 66 KUAN-IM BODHISATTAVA'S HALL CHOKCHAI 4,21748,สังกัด กทม.,ศูนย์บริการสาธารณสุข
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 45 ร่มเกล้า ลาดกระบัง,PUBLIC HEALTH CENTER 45 ROMKLAO LADKRABANG,21755,สังกัด กทม.,ศูนย์บริการสาธารณสุข
11,นครศรีธรรมราช,โรงพยาบาลเทศบาลนครนครศรีธรรมราช,NULL,21771,องค์การปกครองส่วนท้องถิ่น (อปท.),องค์การปกครองส่วนท้องถิ่น (อปท.)
5,กาญจนบุรี,โรงพยาบาลห้วยกระเจาเฉลิมพระเกียรติ ๘๐ พรรษา,HUAIKRACHAO HOSPITAL,21948,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อุบลราชธานี,โรงพยาบาล ๕๐ พรรษา มหาวชิราลงกรณ,THE 5Oth ANNIVERSARY MAHAVAJIRALONGKORN HOSPITAL,21984,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
4,นนทบุรี,โรงพยาบาลชลลดา,NULL,22127,เอกชน,รพ.เอกชน
6,ปราจีนบุรี,โรงพยาบาลโสธรเวช 304,NULL,22178,เอกชน,รพ.เอกชน
4,นนทบุรี,โรงพยาบาลกรุงไทย,KRUNGTHAI GENERAL HOSPITAL,22179,เอกชน,รพ.เอกชน
9,สุรินทร์,โรงพยาบาลพนมดงรักเฉลิมพระเกียรติ ๘๐ พรรษา,PHANOMDONGRAK CHALEARMPRAKEAT HOSPITAL,22302,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
6,สมุทรปราการ,โรงพยาบาลวิภาราม-ชัยปราการ,VIBHARAM CHAIPRAKARN HOSPITAL,22326,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถานพยาบาลเดอะซีเนียร์ สาขารัชดาภิเษก,NULL,22339,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,สถานพยาบาลภัสรพิบาลเนอสซิ่งโฮม,NULL,22340,เอกชน,รพ.เอกชน
1,แพร่,โรงพยาบาลแพร่ราม,PHRAERAM HOSPITAL,22343,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,โรงพยาบาลบางกอกอินเตอร์เนชั่นแนลเด็นทัลคลินิกทันตกรรม,NULL,22431,เอกชน,รพ.เอกชน
9,ชัยภูมิ,โรงพยาบาลชัยภูมิรวมแพทย์,CHAIYAPHUM RUAMPAET HOSPITAL,22454,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 64 คลองสามวา,PUBLIC HEALTH CENTER 64,22455,สังกัด กทม.,ศูนย์บริการสาธารณสุข
9,นครราชสีมา,โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ ๘๐ พรรษา,PRATHONGKHAM GLORIFIES HIS MAJESTY THE KING'S 80TH BIRTHDAY ANNIVERSARY HOSPITAL,22456,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,แพทย์หลวงสวนจิตรลดา กองแพทย์หลวง สำนักพระราชวัง,ROYAL MEDICAL DIVISION BUREAU OF THE ROYAL HOUSEHOLD CHITRALADA PALACE SUBDIVISION,22523,สำนักพระราชวัง,สำนักพระราชวัง
13,กรุงเทพมหานคร,คลินิกศูนย์แพทย์พัฒนา,MEDICAL DEVELOPMENT CLINIC,22525,เอกชน,รพ.เอกชน
5,สมุทรสาคร,โรงพยาบาลเอกชัย,KRATHUMBAEN HOSPITAL,22615,เอกชน,รพ.เอกชน
6,ระยอง,โรงพยาบาลเขาชะเมาเฉลิมพระเกียรติ ๘๐ พรรษา,"KAOCHAMAO COMMUNITY HOSPITAL COMMEMORATING HIS MAJESTY THE KING'S 80thBIRTHDAY ANNIVERSARY, 5th DECEMBER 2007",22734,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,โรงพยาบาลจุฬาภรณ์,CHULABHORN HOSPITAL,22737,กระทรวงศึกษาธิการ,กระทรวงศึกษาธิการ
5,นครปฐม,ศูนย์การแพทย์กาญจนาภิเษก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล,"GOLDEN JUBILEE MEDICAL CENTER,  FACULTY OF MEDICINE HOSPITAL, MAHIDOL UNIVERSITY",22952,มหาวิทยาลัย,โรงเรียนแพทย์
7,มหาสารคาม,สุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม,SUDDHAVEJ HOSPITAL FACULTY OF MEDICINE MAHASARAKHAM UNIVERSITY,22953,มหาวิทยาลัย,โรงเรียนแพทย์
10,ศรีสะเกษ,โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ ๘๐ พรรษา,"BENCHALAK HOSPITAL COMMEMORATING HIS MAJESTY THE KING’S 80th BIRTHDAY ANNIVERSARY, 5th DECEMBER 2007",23125,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 68 สะพานสูง,PUBLIC HEALTH CENTER 68,23159,สังกัด กทม.,ศูนย์บริการสาธารณสุข
6,ชลบุรี,โรงพยาบาลเอกชล 2,AIKCHOL 2 HOSPITAL,23207,เอกชน,รพ.เอกชน
10,ยโสธร,โรงพยาบาลรวมแพทย์ยโสธรโรงพยาบาลทั่วไปขนาดกลาง,RUAMPHAET YASOTHON  HOSPITAL,23208,เอกชน,รพ.เอกชน
13,กรุงเทพมหานคร,ศูนย์บริการสาธารณสุข 67 ทวีวัฒนา,PUBLIC HEALTH CENTER 67 THAWEEWATTHANA,23229,สังกัด กทม.,ศูนย์บริการสาธารณสุข
8,หนองบัวลำภู,โรงพยาบาลนาวังเฉลิมพระเกียรติ ๘๐ พรรษา,NAWANGCHALERMPRAKIET 80 PANSA HOSPITAL,23367,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
